rownames,uid,state,votetrump,age,female,collegeed,racef,famincr,ideo,pid7na,bornagain,religimp,churchatd,prayerfreq,angryracism,whiteadv,fearraces,racerare,lrelig,lcograc,lemprac
31471,31471,Arkansas,,27,0,1,White,8,1,1,0,1,2,1,,,,,-1.152458049214514,,
31472,31472,Illinois,0,29,0,1,White,9,4,6,0,3,4,4,1,4,2,4,0.07311750016107817,0.9771959950395975,-0.21456318441150887
31473,31473,Indiana,,53,1,0,White,2,,4,0,2,1,1,3,3,3,3,-0.7667762705382174,0.4752937495294623,0.7003136334555536
31474,31474,Wisconsin,1,64,1,0,White,3,3,4,0,2,2,,1,2,4,2,-0.5034162460329975,-0.11881161756623469,0.27178882756754197
31475,31475,Indiana,0,32,1,1,Mixed,11,1,3,0,1,2,2,1,1,1,1,-0.9244283593455365,-1.204084686093323,-0.6194269716205983
31476,31476,Colorado,1,61,1,0,White,5,4,5,1,4,4,7,1,4,2,2,0.932332878241983,0.3012782263605131,-0.21456318441150887
31477,31477,Florida,1,58,1,0,White,5,4,5,0,3,2,3,1,,4,2,-0.10051965377540337,-0.02543515436582149,0.27178882756754197
31478,31478,Indiana,0,33,1,1,White,5,3,6,0,2,2,3,2,2,1,2,-0.46514077757936584,-0.11881161756623469,-0.138714742127817
31479,31479,Illinois,0,28,0,0,Black,4,2,2,1,3,5,6,2,1,2,1,0.258061988018413,-1.204084686093323,0.20409480479440348
31480,31480,New York,0,68,1,0,Hispanic,3,2,1,0,4,4,7,1,2,1,1,0.932332878241983,-0.643632269514061,-0.6194269716205983
31481,31481,Georgia,,70,0,0,Black,2,2,1,0,4,3,5,,,,,0.4989738850617788,,
31482,31482,Arizona,,37,0,1,Hispanic,9,2,2,0,3,5,7,1,1,3,2,0.36444640312140714,-0.4551925376850848,0.052227512737282766
31483,31483,California,0,53,0,1,Black,12,3,1,1,4,6,7,1,1,5,1,1.6966135178966604,-1.204084686093323,0.38274285616613746
31484,31484,Georgia,0,55,1,0,Black,6,3,1,1,4,2,5,1,2,1,1,0.4187504168179147,-0.643632269514061,-0.6194269716205983
31485,31485,South Carolina,0,36,0,0,White,5,3,2,0,2,1,2,1,1,1,1,-0.649736249772667,-1.204084686093323,-0.6194269716205983
31486,31486,Minnesota,1,23,0,0,White,9,3,2,0,2,2,2,1,2,4,1,-0.5414731491146806,-0.643632269514061,0.27178882756754197
31487,31487,California,0,23,0,0,Black,4,3,4,1,3,5,3,2,2,2,1,0.08246554551496599,-0.643632269514061,0.20409480479440348
31488,31488,Georgia,0,41,1,1,White,6,2,1,0,2,2,2,1,2,2,2,-0.5414731491146806,-0.11881161756623469,-0.21456318441150887
31489,31489,California,,19,0,1,White,7,5,1,1,4,6,5,1,1,5,5,0.8917463245108356,0.5086038905860063,0.38274285616613746
31490,31490,Pennsylvania,,41,0,0,White,11,3,2,0,2,2,2,,,,,-0.5414731491146806,,
31491,31491,California,0,71,1,0,Hispanic,5,4,3,0,2,1,2,3,3,1,3,-0.649736249772667,0.4752937495294623,0.07016563578523916
31492,31492,Georgia,0,67,1,1,Hispanic,,,1,0,2,1,,1,2,3,1,-0.6348525205306609,-0.643632269514061,0.052227512737282766
31493,31493,Ohio,,46,1,1,White,7,4,6,0,3,2,7,1,2,1,3,0.134815827468296,0.2410719755829464,-0.6194269716205983
31494,31494,Florida,1,52,1,0,White,12,3,6,0,4,2,6,1,1,3,4,0.5217095254077706,0.22698873787419577,0.052227512737282766
31495,31495,California,1,53,0,1,Asian,9,4,2,0,2,2,2,1,1,4,3,-0.5414731491146806,-0.058539060951404244,0.27178882756754197
31496,31496,Michigan,,26,0,0,Asian,6,2,4,1,4,4,6,,,,,0.6704326932816763,,
31497,31497,Florida,1,27,0,1,Hispanic,11,2,6,0,1,1,1,3,3,2,4,-1.584899964827102,0.7740557550449166,0.41619695773708365
31498,31498,Illinois,,56,1,0,Black,3,3,1,1,4,6,7,,,,,1.6966135178966604,,
31499,31499,Minnesota,1,79,1,0,White,4,4,6,1,4,6,7,2,3,3,3,1.6966135178966604,0.4752937495294623,0.4679751586170238
31500,31500,Oregon,0,25,1,1,White,8,2,1,0,2,4,1,1,1,1,1,-0.540882746103427,-1.204084686093323,-0.6194269716205983
31501,31501,Illinois,,60,0,0,Other,4,4,4,0,4,6,7,2,2,1,4,1.6966135178966604,0.5270892828849888,-0.138714742127817
31502,31502,Arizona,0,30,0,1,Black,5,2,3,1,4,,5,1,1,2,1,0.5853291800044923,-1.204084686093323,-0.21456318441150887
31503,31503,Arkansas,,26,0,0,Hispanic,7,4,6,1,3,6,7,,,,,0.42922946170090626,,
31504,31504,Georgia,,26,1,0,Black,8,4,4,0,4,6,7,,,,,1.6966135178966604,,
31505,31505,Michigan,1,53,0,1,White,9,3,4,0,2,1,1,3,5,1,4,-0.7667762705382174,1.3010795133602184,0.07016563578523916
31506,31506,Ohio,,66,1,0,Black,7,3,1,0,3,2,6,,,,,0.06085546390927974,,
31507,31507,Florida,,26,1,0,White,5,2,2,0,1,2,2,1,5,3,2,-0.9244283593455365,0.5087615515053516,0.052227512737282766
31508,31508,Arkansas,,33,1,1,Black,5,3,4,1,4,3,7,1,1,3,3,0.834777050820967,-0.058539060951404244,0.052227512737282766
31509,31509,New York,0,64,0,1,Black,,2,1,0,3,4,6,1,2,1,4,0.20629624951242795,0.5270892828849888,-0.6194269716205983
31510,31510,Nevada,0,78,0,0,Black,9,3,1,1,4,6,7,1,1,2,1,1.6966135178966604,-1.204084686093323,-0.21456318441150887
31511,31511,Colorado,0,28,1,1,White,9,3,4,1,4,5,7,1,1,2,2,1.1710973279945556,-0.4551925376850848,-0.21456318441150887
31512,31512,Ohio,0,60,0,0,Black,2,1,1,1,4,5,7,1,1,3,1,1.1710973279945556,-1.204084686093323,0.052227512737282766
31513,31513,Texas,0,59,1,0,Hispanic,11,4,1,1,4,5,7,1,2,1,2,1.1710973279945556,-0.11881161756623469,-0.6194269716205983
31514,31514,District of Columbia,0,51,1,1,White,12,3,3,0,1,1,1,1,1,1,2,-1.584899964827102,-0.4551925376850848,-0.6194269716205983
31515,31515,Arkansas,,21,1,0,White,,,4,0,2,,,1,4,3,4,-0.5340130529705,0.9771959950395975,0.052227512737282766
31516,31516,New York,,62,1,0,Hispanic,2,3,2,0,4,2,7,,,,,0.7460889643831501,,
31517,31517,Florida,0,30,1,1,Black,8,2,1,0,1,1,7,2,3,1,3,-0.945162507290458,0.4752937495294623,-0.138714742127817
31518,31518,Kansas,,60,0,0,Black,2,1,3,0,4,6,7,,,,,1.6966135178966604,,
31519,31519,California,0,47,0,0,Hispanic,,3,4,0,1,1,1,2,2,1,1,-1.584899964827102,-0.643632269514061,-0.138714742127817
31520,31520,Pennsylvania,,36,1,1,White,7,3,3,0,2,2,2,,,,,-0.5414731491146806,,
31521,31521,Texas,1,60,1,1,Native American,3,5,6,1,4,5,7,1,4,4,2,1.1710973279945556,0.3012782263605131,0.27178882756754197
31522,31522,Texas,,35,1,0,Black,4,3,1,0,3,2,7,1,1,1,1,0.134815827468296,-1.204084686093323,-0.6194269716205983
31523,31523,Ohio,0,64,0,0,Black,3,2,6,0,4,5,6,1,1,1,1,0.8063118780148516,-1.204084686093323,-0.6194269716205983
31524,31524,Alabama,,28,1,0,Black,1,,4,1,2,2,2,2,2,3,3,-0.5414731491146806,0.2410719755829464,0.4679751586170238
31525,31525,Alabama,0,65,1,0,Black,9,3,1,1,4,5,7,1,1,3,1,1.1710973279945556,-1.204084686093323,0.052227512737282766
31526,31526,California,0,26,0,1,White,,2,1,0,1,1,1,1,2,2,2,-1.584899964827102,-0.11881161756623469,-0.21456318441150887
31527,31527,Michigan,,28,1,0,White,9,4,7,0,3,2,3,4,2,4,2,-0.10051965377540337,-0.11881161756623469,1.1319324779186792
31528,31528,Michigan,,24,0,1,Black,4,2,2,1,3,4,5,,,,,0.12321677994056492,,
31529,31529,New Hampshire,0,65,0,0,Black,3,3,3,0,1,1,1,1,1,3,4,-1.584899964827102,0.22698873787419577,0.052227512737282766
31530,31530,Illinois,0,18,1,0,Mixed,12,2,1,0,1,3,6,1,2,3,1,-0.6274491177408835,-0.643632269514061,0.052227512737282766
31531,31531,Texas,1,67,0,0,White,,4,7,1,3,4,7,3,4,3,4,0.29541223139461764,0.9771959950395975,0.7003136334555536
31532,31532,Georgia,0,69,1,0,White,11,2,1,0,2,2,5,1,1,1,1,-0.4022057731502161,-1.204084686093323,-0.6194269716205983
31533,31533,Texas,,51,1,0,Hispanic,4,3,3,0,4,3,5,1,2,2,1,0.4989738850617788,-0.643632269514061,-0.21456318441150887
31534,31534,California,,59,0,1,Hispanic,3,3,4,0,2,2,6,1,4,1,3,-0.3562917371972849,0.656604937986723,-0.6194269716205983
31535,31535,Michigan,0,28,1,0,White,4,2,2,0,3,2,2,2,4,2,1,-0.16840158788791199,-0.18568175463072376,0.20409480479440348
31536,31536,Georgia,0,77,1,0,Black,7,3,1,1,4,3,7,1,1,4,1,0.834777050820967,-1.204084686093323,0.27178882756754197
31537,31537,Florida,,32,1,0,White,9,4,6,1,4,5,7,,,,,1.1710973279945556,,
31538,31538,New York,,31,1,0,White,2,,,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
31539,31539,Washington,1,82,1,0,White,12,4,6,0,3,2,2,3,3,3,4,-0.16840158788791199,0.7740557550449166,0.7003136334555536
31540,31540,Mississippi,0,32,1,0,Black,1,2,1,0,4,5,7,1,1,1,1,1.1710973279945556,-1.204084686093323,-0.6194269716205983
31541,31541,Florida,,50,0,0,Hispanic,2,3,2,0,3,2,5,,,,,-0.017325778574398248,,
31542,31542,California,0,58,1,1,White,10,3,2,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
31543,31543,Wisconsin,1,90,1,0,White,9,3,4,0,2,2,2,1,1,3,1,-0.5414731491146806,-1.204084686093323,0.052227512737282766
31544,31544,Illinois,0,52,0,0,Black,11,4,2,1,3,4,6,1,2,1,2,0.20629624951242795,-0.11881161756623469,-0.6194269716205983
31545,31545,Vermont,,54,1,1,White,12,3,4,0,1,1,2,1,2,2,2,-1.1301748847213864,-0.11881161756623469,-0.21456318441150887
31546,31546,Wisconsin,1,32,1,1,White,11,3,6,0,3,3,5,3,2,2,2,0.0693560313642333,-0.11881161756623469,0.41619695773708365
31547,31547,Florida,1,63,1,0,Hispanic,8,2,2,0,2,2,6,1,1,3,1,-0.3562917371972849,-1.204084686093323,0.052227512737282766
31548,31548,New York,0,65,0,0,White,10,2,6,1,1,1,7,1,2,4,2,-0.945162507290458,-0.11881161756623469,0.27178882756754197
31549,31549,Texas,1,77,1,0,White,3,4,5,1,4,5,7,1,5,1,3,1.1710973279945556,0.9000377577600748,-0.6194269716205983
31550,31550,New Mexico,1,41,1,0,Hispanic,9,1,1,0,2,2,2,1,3,1,3,-0.5414731491146806,0.4752937495294623,-0.6194269716205983
31551,31551,New York,0,27,1,1,White,10,2,1,0,1,2,1,1,1,2,1,-1.152458049214514,-1.204084686093323,-0.21456318441150887
31552,31552,New York,0,36,1,0,Hispanic,9,1,3,1,4,5,7,1,1,5,5,1.1710973279945556,0.5086038905860063,0.38274285616613746
31553,31553,Florida,1,50,1,0,White,8,4,7,1,4,5,6,3,5,4,4,0.8063118780148516,1.3010795133602184,0.9671601641532525
31554,31554,California,0,24,1,0,Mixed,9,3,4,0,2,3,2,1,3,1,1,-0.4712378518052408,-0.36156163354223914,-0.6194269716205983
31555,31555,Idaho,0,51,0,1,White,11,3,2,0,2,3,6,1,2,2,2,-0.26338738855944444,-0.11881161756623469,-0.21456318441150887
31556,31556,Georgia,,19,1,0,Black,1,3,4,0,2,3,2,,,,,-0.4712378518052408,,
31557,31557,Florida,,52,0,0,Black,5,2,1,1,4,3,7,,,,,0.834777050820967,,
31558,31558,Michigan,,32,0,1,Asian,8,4,1,0,2,2,2,,,,,-0.5414731491146806,,
31559,31559,Michigan,0,46,0,0,Black,7,3,2,1,3,,,1,3,1,2,0.018966688940167505,0.12553213079247608,-0.6194269716205983
31560,31560,Ohio,0,66,1,1,Black,6,2,1,0,4,4,6,1,1,1,1,0.6704326932816763,-1.204084686093323,-0.6194269716205983
31561,31561,South Carolina,1,72,1,0,White,4,4,6,1,4,6,7,2,3,2,2,1.6966135178966604,0.12553213079247608,0.20409480479440348
31562,31562,New York,,23,0,1,White,12,5,1,1,4,5,7,,,,,1.1710973279945556,,
31563,31563,Alabama,,23,0,1,White,10,2,1,1,3,5,2,,,,,0.022265556022429397,,
31564,31564,Illinois,0,28,0,1,White,4,1,3,0,1,1,1,1,1,2,2,-1.584899964827102,-0.4551925376850848,-0.21456318441150887
31565,31565,California,,23,1,0,White,3,4,5,0,2,2,6,,,,,-0.3562917371972849,,
31566,31566,Nebraska,0,24,1,0,White,8,3,6,0,3,3,3,1,2,2,2,-0.01175096489321396,-0.11881161756623469,-0.21456318441150887
31567,31567,California,0,37,1,1,Asian,9,3,1,0,4,3,6,1,3,3,2,0.5965038179808805,0.12553213079247608,0.052227512737282766
31568,31568,Pennsylvania,1,56,0,1,White,11,5,7,0,3,2,2,2,3,2,4,-0.16840158788791199,0.7740557550449166,0.20409480479440348
31569,31569,Nevada,,45,0,1,Black,8,3,4,0,4,5,7,,,,,1.1710973279945556,,
31570,31570,Alabama,0,44,0,0,White,6,3,5,1,4,1,7,2,2,1,4,0.696112982276354,0.5270892828849888,-0.138714742127817
31571,31571,California,0,52,1,0,White,,3,2,0,3,4,3,1,1,2,1,0.04092704110510598,-1.204084686093323,-0.21456318441150887
31572,31572,Virginia,0,30,1,1,White,6,2,2,0,1,2,6,1,1,2,1,-0.7382867198364292,-1.204084686093323,-0.21456318441150887
31573,31573,Ohio,0,57,1,1,White,2,3,3,0,1,1,1,1,2,1,1,-1.584899964827102,-0.643632269514061,-0.6194269716205983
31574,31574,California,0,71,1,0,White,11,2,1,0,2,1,2,1,1,1,1,-0.649736249772667,-1.204084686093323,-0.6194269716205983
31575,31575,Nevada,1,55,0,0,White,8,4,4,0,1,1,1,3,3,4,4,-1.584899964827102,0.7740557550449166,0.9671601641532525
31576,31576,Louisiana,,35,1,0,White,7,3,4,1,4,5,7,1,5,3,3,1.1710973279945556,0.9000377577600748,0.052227512737282766
31577,31577,California,0,30,1,1,White,10,3,5,0,1,1,1,3,4,2,4,-1.584899964827102,0.9771959950395975,0.41619695773708365
31578,31578,California,0,34,1,1,White,9,2,2,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
31579,31579,South Dakota,0,61,1,0,White,11,4,5,1,3,2,6,3,5,1,5,0.06085546390927974,1.8412257065152642,0.07016563578523916
31580,31580,Illinois,1,54,1,0,White,9,4,7,0,3,1,3,2,4,3,2,-0.19168062892264578,0.3012782263605131,0.4679751586170238
31581,31581,Ohio,,45,1,0,White,8,3,4,0,3,3,6,,,,,0.14887011884293536,,
31582,31582,North Carolina,,35,1,0,Black,,,4,0,4,6,7,3,3,3,3,1.6966135178966604,0.4752937495294623,0.7003136334555536
31583,31583,California,,64,0,0,Mixed,8,2,1,0,3,2,,1,1,2,2,-0.044808896351317656,-0.4551925376850848,-0.21456318441150887
31584,31584,South Carolina,1,79,1,0,White,2,4,7,1,4,5,7,3,4,4,2,1.1710973279945556,0.3012782263605131,0.9671601641532525
31585,31585,Florida,0,70,1,0,White,6,3,2,1,4,5,6,2,3,4,2,0.8063118780148516,0.12553213079247608,0.7028020303636756
31586,31586,Georgia,0,51,0,0,White,2,2,2,0,1,1,2,1,2,2,2,-1.1301748847213864,-0.11881161756623469,-0.21456318441150887
31587,31587,Pennsylvania,0,54,0,0,White,3,3,5,1,4,3,7,1,2,1,2,0.834777050820967,-0.11881161756623469,-0.6194269716205983
31588,31588,Massachusetts,0,54,0,0,White,10,3,4,0,3,2,6,1,3,1,3,0.06085546390927974,0.4752937495294623,-0.6194269716205983
31589,31589,Ohio,,79,1,0,White,3,4,4,1,3,3,6,3,3,3,4,0.14887011884293536,0.7740557550449166,0.7003136334555536
31590,31590,Tennessee,,27,0,0,Black,5,,3,0,3,4,3,1,2,1,2,0.04092704110510598,-0.11881161756623469,-0.6194269716205983
31591,31591,Georgia,0,32,0,0,Black,3,1,1,1,4,5,6,1,2,4,1,0.8063118780148516,-0.643632269514061,0.27178882756754197
31592,31592,Ohio,0,56,1,0,Black,8,3,1,1,4,6,7,1,1,1,1,1.6966135178966604,-1.204084686093323,-0.6194269716205983
31593,31593,Texas,0,47,0,1,Black,7,3,2,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
31594,31594,Florida,0,59,1,0,Black,1,2,1,0,4,1,7,3,2,2,1,0.696112982276354,-0.643632269514061,0.41619695773708365
31595,31595,South Carolina,,52,1,0,Black,5,3,4,1,4,1,7,,,,,0.696112982276354,,
31596,31596,California,0,43,0,1,Asian,9,2,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
31597,31597,North Carolina,1,50,1,1,White,12,4,7,0,3,2,5,2,5,2,4,-0.017325778574398248,1.3010795133602184,0.20409480479440348
31598,31598,Georgia,,24,0,0,White,5,3,2,0,1,3,3,,,,,-0.7496089445631334,,
31599,31599,California,,31,0,0,Hispanic,3,2,3,0,4,1,5,,,,,0.3619454050016043,,
31600,31600,Georgia,,38,0,0,Black,4,5,1,0,4,3,7,,,,,0.834777050820967,,
31601,31601,Kentucky,,34,1,0,White,4,,2,1,4,3,7,,,,,0.834777050820967,,
31602,31602,Arkansas,,30,1,0,Black,9,4,1,1,4,6,7,,,,,1.6966135178966604,,
31603,31603,California,0,62,1,0,White,7,1,1,0,1,1,2,1,1,1,1,-1.1301748847213864,-1.204084686093323,-0.6194269716205983
31604,31604,Colorado,0,45,1,1,White,,1,3,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
31605,31605,Arizona,0,32,1,1,Black,4,2,3,0,4,5,6,1,1,1,2,0.8063118780148516,-0.4551925376850848,-0.6194269716205983
31606,31606,Alabama,,29,1,0,White,2,,4,0,1,2,1,1,2,2,3,-1.152458049214514,0.2410719755829464,-0.21456318441150887
31607,31607,Virginia,1,74,0,0,White,3,3,5,0,2,1,2,2,3,4,2,-0.649736249772667,0.12553213079247608,0.7028020303636756
31608,31608,New York,1,44,0,1,White,12,4,6,0,4,4,6,2,4,3,2,0.6704326932816763,0.3012782263605131,0.4679751586170238
31609,31609,New York,1,28,1,0,White,9,2,6,0,4,3,7,1,2,4,3,0.834777050820967,0.2410719755829464,0.27178882756754197
31610,31610,California,0,31,0,1,Asian,12,2,4,0,2,1,3,1,1,3,2,-0.5681070390347422,-0.4551925376850848,0.052227512737282766
31611,31611,Pennsylvania,0,57,0,1,White,12,2,1,0,3,2,6,2,1,2,5,0.06085546390927974,0.5086038905860063,0.20409480479440348
31612,31612,Vermont,0,31,1,1,White,4,3,,1,3,4,6,1,2,3,2,0.20629624951242795,-0.11881161756623469,0.052227512737282766
31613,31613,Ohio,1,42,0,1,White,9,3,3,0,1,2,1,1,2,2,1,-1.152458049214514,-0.643632269514061,-0.21456318441150887
31614,31614,Florida,,40,0,1,White,7,2,1,0,4,5,4,,,,,0.6521496199256502,,
31615,31615,California,0,38,0,1,White,9,1,1,0,4,5,5,1,1,1,1,0.6972726095973313,-1.204084686093323,-0.6194269716205983
31616,31616,Idaho,,44,1,1,White,5,3,6,0,3,4,6,,,,,0.20629624951242795,,
31617,31617,Florida,,21,0,0,Hispanic,3,3,3,0,1,1,3,,,,,-1.023906362609181,,
31618,31618,Delaware,,28,1,0,White,4,3,6,0,3,3,4,,,,,0.020564925096529955,,
31619,31619,California,0,22,1,0,Asian,3,2,1,0,3,3,3,1,1,1,1,-0.01175096489321396,-1.204084686093323,-0.6194269716205983
31620,31620,Florida,0,30,1,1,White,4,3,3,0,3,3,5,1,2,1,2,0.0693560313642333,-0.11881161756623469,-0.6194269716205983
31621,31621,Ohio,,62,1,0,White,2,3,4,0,2,1,5,2,2,3,2,-0.5095139442235108,-0.11881161756623469,0.4679751586170238
31622,31622,Maryland,0,49,1,0,White,5,4,1,0,3,4,3,2,3,3,2,0.04092704110510598,0.12553213079247608,0.4679751586170238
31623,31623,Ohio,,34,1,0,White,2,4,6,1,4,5,6,,,,,0.8063118780148516,,
31624,31624,California,0,22,1,0,White,8,2,2,0,1,1,2,2,2,4,2,-1.1301748847213864,-0.11881161756623469,0.7028020303636756
31625,31625,Texas,,41,0,0,Hispanic,5,,,0,4,3,5,1,3,3,3,0.4989738850617788,0.4752937495294623,0.052227512737282766
31626,31626,Oklahoma,1,25,1,0,White,3,3,4,0,1,1,1,2,3,1,3,-1.584899964827102,0.4752937495294623,-0.138714742127817
31627,31627,Florida,,28,0,1,White,8,3,2,1,3,4,3,,,,,0.04092704110510598,,
31628,31628,Kentucky,1,58,1,0,White,,4,2,1,4,5,7,1,1,1,2,1.1710973279945556,-0.4551925376850848,-0.6194269716205983
31629,31629,California,,31,1,1,Asian,5,,6,0,1,1,1,2,2,3,,-1.584899964827102,-0.16936976898277706,0.4679751586170238
31630,31630,Virginia,0,39,1,0,White,9,2,2,0,2,1,1,1,1,1,2,-0.7667762705382174,-0.4551925376850848,-0.6194269716205983
31631,31631,Texas,1,35,0,1,White,11,3,2,0,4,5,6,1,3,3,3,0.8063118780148516,0.4752937495294623,0.052227512737282766
31632,31632,Arizona,0,74,1,0,White,2,2,1,0,3,3,,1,2,1,1,0.06430669489550747,-0.643632269514061,-0.6194269716205983
31633,31633,North Carolina,,44,0,0,White,10,3,4,0,2,2,2,,,,,-0.5414731491146806,,
31634,31634,Illinois,,26,1,1,White,10,2,2,0,3,4,3,,,,,0.04092704110510598,,
31635,31635,Illinois,0,24,0,0,Native American,3,4,5,0,4,5,6,2,1,3,4,0.8063118780148516,0.22698873787419577,0.4679751586170238
31636,31636,Maryland,0,43,0,0,White,6,3,4,0,1,2,2,1,3,3,2,-0.9244283593455365,0.12553213079247608,0.052227512737282766
31637,31637,Maryland,0,32,1,1,White,7,1,1,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
31638,31638,Colorado,0,20,1,0,White,,3,4,0,4,5,5,1,2,1,1,0.6972726095973313,-0.643632269514061,-0.6194269716205983
31639,31639,Wisconsin,1,55,0,0,White,,4,6,0,4,3,6,1,3,3,4,0.5965038179808805,0.7740557550449166,0.052227512737282766
31640,31640,Virginia,1,36,0,1,White,9,3,7,0,4,5,7,3,4,2,4,1.1710973279945556,0.9771959950395975,0.41619695773708365
31641,31641,Illinois,,43,1,0,Black,1,,3,0,3,2,,,,,,-0.044808896351317656,,
31642,31642,Georgia,,48,1,1,Black,10,5,7,1,4,6,7,,,,,1.6966135178966604,,
31643,31643,California,1,53,1,0,White,3,3,4,0,4,2,7,2,5,1,3,0.7460889643831501,0.9000377577600748,-0.138714742127817
31644,31644,California,0,31,1,1,Black,4,2,1,0,4,4,7,1,1,1,1,0.932332878241983,-1.204084686093323,-0.6194269716205983
31645,31645,Idaho,0,26,1,1,White,5,4,5,0,4,5,7,1,5,2,2,1.1710973279945556,0.5087615515053516,-0.21456318441150887
31646,31646,Pennsylvania,0,43,1,1,White,8,3,6,0,1,1,3,1,3,2,1,-1.023906362609181,-0.36156163354223914,-0.21456318441150887
31647,31647,Texas,1,63,0,0,Black,7,5,5,0,4,1,1,3,4,2,5,0.13540529217675346,1.3298586245636885,0.41619695773708365
31648,31648,Idaho,,40,0,1,White,10,,4,1,3,3,3,3,5,1,4,-0.01175096489321396,1.3010795133602184,0.07016563578523916
31649,31649,Texas,,21,0,0,Hispanic,1,4,4,1,4,6,7,,,,,1.6966135178966604,,
31650,31650,Montana,1,44,0,1,White,11,3,7,0,2,3,3,2,4,1,2,-0.39255380507813586,0.3012782263605131,-0.138714742127817
31651,31651,Nebraska,0,36,1,1,White,4,1,4,0,1,1,7,2,2,2,3,-0.945162507290458,0.2410719755829464,0.20409480479440348
31652,31652,Texas,0,70,1,0,Black,11,3,1,0,4,5,7,1,2,4,1,1.1710973279945556,-0.643632269514061,0.27178882756754197
31653,31653,Oregon,1,79,0,0,White,5,5,7,1,4,3,6,1,3,3,2,0.5965038179808805,0.12553213079247608,0.052227512737282766
31654,31654,California,1,40,0,1,Asian,7,5,7,1,4,5,5,1,2,2,4,0.6972726095973313,0.5270892828849888,-0.21456318441150887
31655,31655,California,,36,0,0,Hispanic,3,4,4,1,4,4,6,,,,,0.6704326932816763,,
31656,31656,New York,1,82,1,0,White,3,3,2,1,3,2,2,2,,3,2,-0.16840158788791199,-0.02543515436582149,0.4679751586170238
31657,31657,California,0,64,0,0,White,6,2,2,0,3,4,4,2,4,2,4,0.07311750016107817,0.9771959950395975,0.20409480479440348
31658,31658,Texas,0,40,1,1,Black,3,5,1,0,4,5,7,1,1,1,1,1.1710973279945556,-1.204084686093323,-0.6194269716205983
31659,31659,New Jersey,0,49,0,0,Hispanic,6,2,1,0,2,2,2,1,1,1,1,-0.5414731491146806,-1.204084686093323,-0.6194269716205983
31660,31660,Florida,0,32,0,1,White,9,2,1,1,4,3,3,1,2,2,4,0.43245017666040364,0.5270892828849888,-0.21456318441150887
31661,31661,Ohio,0,35,1,0,White,5,4,6,0,2,3,2,3,5,3,3,-0.4712378518052408,0.9000377577600748,0.7003136334555536
31662,31662,Arizona,0,30,0,1,White,12,2,3,0,1,2,2,2,3,2,5,-0.9244283593455365,1.0932087936347323,0.20409480479440348
31663,31663,Minnesota,,33,1,1,Asian,3,2,3,0,2,1,2,1,2,2,1,-0.649736249772667,-0.643632269514061,-0.21456318441150887
31664,31664,New York,,52,0,0,Black,3,3,1,0,3,3,6,,,,,0.14887011884293536,,
31665,31665,Florida,,34,0,1,White,,2,7,1,4,5,6,,,,,0.8063118780148516,,
31666,31666,Pennsylvania,,68,1,0,White,3,3,7,1,4,6,7,1,5,4,4,1.6966135178966604,1.3010795133602184,0.27178882756754197
31667,31667,Indiana,0,30,1,1,White,6,,,0,1,1,1,3,3,3,3,-1.584899964827102,0.4752937495294623,0.7003136334555536
31668,31668,Oklahoma,0,35,1,1,White,9,2,1,1,4,5,6,1,1,5,5,0.8063118780148516,0.5086038905860063,0.38274285616613746
31669,31669,Ohio,0,79,0,0,White,,3,2,0,4,5,2,3,3,1,2,0.6050382404026864,0.12553213079247608,0.07016563578523916
31670,31670,Florida,,34,0,1,White,10,4,7,1,4,5,5,,,,,0.6972726095973313,,
31671,31671,Ohio,1,50,1,0,White,11,2,3,0,2,1,7,3,3,4,3,-0.44628461614644405,0.4752937495294623,0.9671601641532525
31672,31672,California,0,33,0,1,White,10,4,2,0,3,4,5,2,3,3,4,0.12321677994056492,0.7740557550449166,0.4679751586170238
31673,31673,Florida,1,35,1,0,White,5,3,7,0,3,2,7,1,3,2,3,0.134815827468296,0.4752937495294623,-0.21456318441150887
31674,31674,Connecticut,,20,0,0,Asian,6,1,2,0,3,5,6,2,1,4,4,0.258061988018413,0.22698873787419577,0.7028020303636756
31675,31675,Georgia,0,63,0,0,Black,6,3,2,1,4,3,7,1,2,4,1,0.834777050820967,-0.643632269514061,0.27178882756754197
31676,31676,California,0,22,1,0,White,8,1,1,0,2,2,3,1,2,1,2,-0.46514077757936584,-0.11881161756623469,-0.6194269716205983
31677,31677,Illinois,0,33,1,0,White,3,3,1,0,2,1,3,2,4,3,3,-0.5681070390347422,0.656604937986723,0.4679751586170238
31678,31678,California,,34,0,1,White,9,4,7,0,4,5,6,,,,,0.8063118780148516,,
31679,31679,California,0,27,1,1,Asian,4,1,1,0,1,1,2,1,1,4,1,-1.1301748847213864,-1.204084686093323,0.27178882756754197
